timestamp,depth,roll,pitch,yaw,vertical_acceleration,depth_beneath_rov,Depth_below_Transducer_depth_in_M
1618745930.9891875,0.7,9.48,6.02,-158.75,10.22,18.94,18.7
1618745931.0832129,0.0,9.48,6.02,-158.75,10.25,18.94,18.7
1618745931.1792133,0.0,9.48,6.02,-158.75,10.25,18.94,18.7
1618745931.2751749,0.0,9.66,5.93,-158.75,10.25,18.94,18.7
1618745931.3711817,0.0,9.66,5.93,-158.63,10.28,18.94,18.7
1618745931.4671779,0.5,9.66,5.93,-158.63,10.28,18.94,18.7
1618745931.559709,0.5,9.66,5.93,-158.63,10.28,18.94,18.7
1618745931.6537247,0.5,8.73,5.73,-158.63,10.28,18.94,18.7
1618745931.746716,0.5,8.73,5.73,-159.14,10.2,18.94,18.7
1618745931.8417113,0.4,8.73,5.73,-159.14,10.2,18.94,18.7
1618745931.9367092,0.4,8.99,5.73,-159.14,10.2,18.97,18.7
1618745932.0337088,0.4,8.99,6.22,-160.26,10.2,18.97,18.7
1618745932.1267104,0.4,8.99,6.22,-160.26,10.37,18.97,18.7
1618745932.2227364,0.4,8.57,6.22,-160.26,10.37,18.97,18.7
1618745932.3187218,0.4,8.57,6.68,-159.99,10.37,18.97,18.7
1618745932.4127164,0.4,8.57,6.68,-159.99,10.37,18.97,18.7
1618745932.507718,0.5,8.57,6.68,-159.99,10.18,18.97,18.7
1618745932.6027098,0.5,8.57,6.68,-159.99,10.18,18.97,18.7
1618745932.6967103,0.5,8.77,5.0,-159.99,10.18,18.92,18.7
1618745932.7917116,0.5,8.77,5.0,-159.33,10.27,18.92,18.7
1618745932.8847091,0.5,8.77,5.0,-159.33,10.27,18.92,18.7
1618745932.978719,0.5,9.17,5.0,-159.33,10.27,18.91,18.7
1618745933.0887265,0.5,9.17,6.71,-161.31,10.06,18.91,18.7
1618745933.1837096,0.6,9.17,6.71,-161.31,10.06,18.91,18.7
1618745933.2767193,0.6,9.09,6.71,-161.31,10.06,18.82,18.7
1618745933.3717153,0.6,9.09,6.71,-161.31,10.06,18.82,18.7
1618745933.466723,0.6,9.09,5.75,-160.23,10.06,18.82,18.7
1618745933.5617225,0.5,9.09,5.75,-160.23,10.26,18.82,18.7
1618745933.6567698,0.5,10.04,5.75,-160.23,10.26,18.75,18.7
1618745933.7517161,0.5,10.04,7.32,-163.12,10.26,18.75,18.7
1618745933.846724,0.4,10.04,7.32,-163.12,10.28,18.75,18.7
1618745933.9417577,0.4,10.04,7.32,-163.12,10.28,18.75,18.7
1618745934.021735,0.4,10.04,7.32,-163.12,10.28,18.75,18.7
1618745934.1167235,0.4,8.11,6.29,-163.12,10.28,18.7,18.7
1618745934.2117252,0.4,8.11,6.29,-163.17,10.09,18.7,18.7
1618745934.3077261,0.6,8.11,6.29,-163.17,10.09,18.7,18.7
1618745934.4027143,0.6,8.33,6.0,-163.17,10.09,18.7,18.7
1618745934.4807124,0.6,8.33,6.0,-162.92,10.21,18.7,18.7
1618745934.5767379,0.5,8.33,6.0,-162.92,10.21,18.7,18.7
1618745934.6717103,0.5,9.19,6.0,-162.92,10.21,18.59,18.7
1618745934.7647161,0.5,9.19,6.0,-162.92,10.21,18.59,18.7
1618745934.8607128,0.5,9.19,5.58,-162.45,10.21,18.59,18.7
1618745934.9547122,0.5,9.19,5.58,-162.45,10.21,18.59,18.7
1618745935.0487156,0.5,8.87,5.58,-162.45,10.21,18.57,18.7
1618745935.144724,0.5,8.87,6.66,-161.39,10.21,18.57,18.7
1618745935.2397082,0.5,8.87,6.66,-161.39,10.21,18.57,18.7
1618745935.3347094,0.5,8.87,6.66,-161.39,10.21,18.54,18.7
1618745935.4297135,0.5,9.23,6.19,-161.39,10.21,18.54,18.7
1618745935.5237217,0.5,9.23,6.19,-164.49,10.37,18.54,18.7
1618745935.6197083,0.5,9.23,6.19,-164.49,10.37,18.54,18.7
1618745935.7147505,0.4,9.23,6.19,-164.49,10.37,18.51,18.7
1618745935.8097162,0.4,8.59,6.46,-164.49,10.37,18.51,18.7
1618745935.9037323,0.4,8.59,6.46,-164.67,10.37,18.51,18.7
1618745935.999753,0.5,8.59,6.46,-164.67,10.37,18.51,18.7
1618745936.0937476,0.5,8.15,6.46,-164.67,10.37,18.47,18.7
1618745936.1897182,0.5,8.15,6.39,-165.88,10.37,18.47,18.7
1618745936.2837133,0.5,8.15,6.39,-165.88,10.24,18.47,18.7
1618745936.3797104,0.5,8.58,6.39,-165.88,10.24,18.4,18.7
1618745936.475771,0.5,8.58,6.39,-165.88,10.24,18.4,18.7
1618745936.56972,0.5,8.58,6.04,-165.57,10.24,18.4,18.7
1618745936.6647098,0.5,8.58,6.04,-165.57,10.23,18.4,18.7
1618745936.760711,0.5,8.58,6.04,-165.57,10.23,18.36,18.7
1618745936.8537192,0.5,9.33,6.24,-165.57,10.23,18.36,18.7
1618745936.9487154,0.5,9.33,6.24,-164.84,10.24,18.36,18.7
1618745937.0437143,0.5,9.33,6.24,-164.84,10.24,18.33,18.7
1618745937.139713,0.5,9.63,6.29,-164.84,10.24,18.33,18.7
1618745937.233709,0.4,9.63,6.29,-165.93,10.24,18.33,18.7
1618745937.3287156,0.4,9.63,6.29,-165.93,10.24,18.33,18.7
1618745937.4247127,0.4,9.63,6.29,-165.93,10.24,18.33,18.7
1618745937.51971,0.4,8.54,6.29,-165.93,10.24,18.33,18.7
1618745937.6147141,0.4,8.54,6.8,-167.01,10.24,18.33,18.7
1618745937.710746,0.5,8.54,6.8,-167.01,10.18,18.33,18.7
1618745937.8057156,0.5,8.98,6.8,-167.01,10.18,18.27,18.7
1618745937.8987496,0.5,8.98,6.8,-166.62,10.38,18.27,18.7
1618745937.993717,0.4,8.98,6.8,-166.62,10.38,18.27,18.7
1618745938.103711,0.4,8.98,6.8,-166.62,10.38,18.21,18.7
1618745938.1987114,0.4,9.25,7.13,-166.62,10.38,18.21,18.7
1618745938.292709,0.4,9.25,7.13,-166.62,10.38,18.21,18.7
1618745938.3867102,0.5,9.25,7.13,-167.48,10.38,18.21,18.7
1618745938.4827235,0.5,9.25,7.13,-167.48,10.38,18.1,18.7
1618745938.5807204,0.5,9.66,6.66,-167.05,10.38,18.1,18.7
1618745938.673709,0.3,9.66,6.66,-167.05,10.19,18.1,18.7
1618745938.7697124,0.3,9.66,6.66,-167.05,10.19,18.1,18.7
1618745938.86371,0.3,8.79,6.44,-167.05,10.19,18.02,18.7
1618745938.9587145,0.3,8.79,6.44,-168.47,10.28,18.02,18.7
1618745939.0517197,0.6,8.79,6.44,-168.47,10.28,18.02,18.7
1618745939.1467106,0.6,8.79,6.44,-168.47,10.28,18.02,18.7
1618745939.2407234,0.6,8.8,6.68,-168.47,10.28,18.0,18.7
1618745939.3367143,0.6,8.8,6.68,-168.47,10.28,18.0,18.7
1618745939.430721,0.5,8.8,6.68,-168.47,10.28,18.0,18.7
1618745939.5257401,0.5,10.25,6.68,-168.47,10.28,17.93,18.7
1618745939.6207106,0.5,10.25,6.44,-168.75,10.28,17.93,18.7
1618745939.715719,0.5,10.25,6.44,-168.75,10.43,17.93,18.7
1618745939.810717,0.5,9.62,6.44,-168.75,10.43,17.92,18.7
1618745939.9057093,0.5,9.62,6.44,-168.75,10.43,17.92,18.7
1618745939.9997504,0.5,9.62,5.38,-167.33,10.43,17.92,18.7
1618745940.093706,0.6,9.62,5.38,-167.33,10.25,17.92,18.7
1618745940.1907094,0.6,9.62,5.38,-167.33,10.25,17.9,18.7
1618745940.285721,0.6,8.77,5.97,-169.98,10.25,17.9,18.7
1618745940.3827095,0.5,8.77,5.97,-169.98,10.16,17.9,18.7
1618745940.4767494,0.5,8.77,5.97,-169.98,10.16,17.83,18.7
1618745940.5707119,0.5,8.36,6.24,-169.26,10.16,17.83,18.7
1618745940.6657107,0.5,8.36,6.24,-169.26,10.12,17.83,18.7
1618745940.760719,0.5,8.36,6.24,-169.26,10.12,17.83,18.7
1618745940.8677163,0.5,8.36,6.24,-169.26,10.12,17.83,18.7
1618745940.9627137,0.5,9.38,6.61,-169.26,10.12,17.8,18.7
1618745941.0567105,0.5,9.38,6.61,-169.53,10.32,17.8,18.7
1618745941.150718,0.5,9.38,6.61,-169.53,10.32,17.8,18.7
1618745941.259725,0.5,8.98,5.87,-169.53,10.32,17.78,18.7
1618745941.3547103,0.5,8.98,5.87,-172.09,10.26,17.78,18.7
1618745941.4497325,0.5,8.98,5.87,-172.09,10.26,17.78,18.7
1618745941.543751,0.5,9.26,5.87,-172.09,10.26,17.75,18.7
1618745941.637744,0.5,9.26,6.68,-172.1,10.26,17.75,18.7
1618745941.7327492,0.5,9.26,6.68,-172.1,10.26,17.75,18.7
1618745941.8277133,0.5,9.1,6.68,-172.1,10.26,17.74,18.7
1618745941.9347131,0.5,9.1,6.41,-171.3,10.26,17.74,18.7
1618745942.0307138,0.5,9.1,6.41,-171.3,10.26,17.74,18.7
1618745942.12571,0.5,9.1,6.41,-171.3,10.26,17.74,18.7
1618745942.2207098,0.5,9.1,6.41,-171.3,10.26,17.75,18.7
1618745942.315712,0.5,8.77,5.93,-171.3,10.26,17.75,18.7
1618745942.4077165,0.5,8.77,5.93,0.0,10.32,17.75,18.7
1618745942.503711,0.5,8.77,5.93,0.0,10.32,17.75,18.7
1618745942.5987122,0.5,9.37,6.17,-173.99,10.32,17.75,18.7
1618745942.6917267,0.5,9.37,6.17,-173.99,10.35,17.75,18.7
1618745942.7887118,0.5,9.37,6.17,-173.99,10.35,17.75,18.7
1618745942.88372,0.5,9.37,6.17,-173.99,10.35,17.75,18.7
1618745942.9777086,0.5,9.03,6.17,-173.99,10.35,17.56,18.7
1618745943.0707133,0.5,9.03,7.29,-172.84,10.2,17.56,18.7
1618745943.1817133,0.5,9.03,7.29,-172.84,10.2,17.56,18.7
1618745943.2777088,0.5,8.43,5.82,-172.84,10.2,17.52,18.7
1618745943.3727086,0.5,8.43,5.82,-174.12,10.33,17.52,18.7
1618745943.4667125,0.5,8.43,5.82,-174.12,10.33,17.52,18.7
1618745943.5627215,0.5,9.16,5.82,-174.12,10.33,17.49,18.7
1618745943.6567152,0.5,9.16,5.71,-174.8,10.33,17.49,18.7
1618745943.7517178,0.4,9.16,5.71,-174.8,10.26,17.49,18.7
1618745943.845718,0.4,9.16,5.71,-174.8,10.26,17.49,18.7
1618745943.9397235,0.4,8.78,5.71,-174.8,10.26,17.49,18.7
1618745944.033715,0.4,8.78,6.36,-173.25,10.26,17.49,18.7
1618745944.1417162,0.5,8.78,6.36,-173.25,10.29,17.49,18.7
1618745944.238718,0.5,8.78,6.36,-173.25,10.29,17.45,18.7
1618745944.3327122,0.5,9.26,6.17,-174.49,10.29,17.45,18.7
1618745944.4277334,0.5,9.26,6.17,-174.49,10.33,17.45,18.7
1618745944.5227106,0.5,9.34,6.17,-174.49,10.33,17.42,18.7
1618745944.6317189,0.5,9.34,6.19,-175.01,10.33,17.42,18.7
1618745944.71171,0.5,9.34,6.19,-175.01,10.37,17.42,18.7
1618745944.8057203,0.5,9.34,6.19,-175.01,10.37,17.42,18.7
1618745944.9017143,0.5,9.34,6.19,-175.01,10.37,17.34,18.7
1618745944.9957204,0.5,8.74,6.19,-175.01,10.37,17.34,18.7
1618745945.0747206,0.5,8.74,6.19,-177.14,10.32,17.34,18.7
1618745945.1697097,0.5,8.74,6.19,-177.14,10.32,17.27,18.7
1618745945.2777097,0.5,10.7,5.97,-177.14,10.32,17.27,18.7
1618745945.3727186,0.5,10.7,5.97,-173.4,10.32,17.27,18.7
1618745945.4667146,0.5,10.7,5.97,-173.4,10.32,17.27,18.7
1618745945.5627491,0.5,8.77,5.97,-173.4,10.32,17.21,18.7
1618745945.6577146,0.5,8.77,5.97,-173.4,10.32,17.21,18.7
1618745945.736713,0.5,8.77,6.41,-175.78,10.17,17.21,18.7
1618745945.830713,0.5,8.77,6.41,-175.78,10.17,17.21,18.7
1618745945.92471,0.5,8.83,6.41,-175.78,10.17,17.12,18.7
1618745946.019717,0.5,8.83,5.95,-176.7,10.31,17.12,18.7
1618745946.1287138,0.5,8.83,5.95,-176.7,10.31,17.12,18.7
1618745946.2247195,0.5,7.84,5.95,-176.7,10.31,17.15,18.7
1618745946.3197122,0.5,7.84,6.22,-177.21,10.31,17.15,18.7
1618745946.3987536,0.5,7.84,6.22,-177.21,10.31,17.15,18.7
1618745946.4927163,0.5,7.84,6.22,-177.21,10.31,17.15,18.7
1618745946.5877101,0.5,8.34,5.51,-177.21,10.31,17.1,18.7
1618745946.6827133,0.5,8.34,5.51,-175.34,10.31,17.1,18.7
1618745946.777787,0.5,8.34,5.51,-175.34,10.31,17.1,18.7
1618745946.8717215,0.5,9.19,6.27,-175.34,10.31,17.13,18.7
1618745946.9667177,0.5,9.19,6.27,169.0,10.0,17.13,18.7
1618745947.0607176,0.5,9.19,6.27,169.0,10.0,17.13,18.7
1618745947.1567135,0.5,9.69,6.27,169.0,10.0,17.1,18.7
1618745947.2527187,0.5,9.69,6.27,173.11,10.26,17.1,18.7
1618745947.3477137,0.5,9.69,6.27,173.11,10.26,17.1,18.7
1618745947.443719,0.5,9.69,6.27,173.11,10.26,17.05,18.7
1618745947.5377254,0.5,9.7,6.93,173.11,10.26,17.05,18.7
1618745947.6327236,0.5,9.7,6.93,166.15,10.36,17.05,18.7
1618745947.728715,0.5,9.7,6.93,166.15,10.36,16.93,18.7
1618745947.8227189,0.5,9.57,5.36,166.15,10.36,16.93,18.7
1618745947.91575,0.5,9.57,5.36,166.84,10.22,16.93,18.7
1618745948.00972,0.5,9.57,5.36,166.84,10.22,16.89,18.7
1618745948.1047118,0.5,9.02,6.0,166.84,10.22,16.89,18.7
1618745948.1997092,0.5,9.02,6.0,166.84,10.22,16.89,18.7
1618745948.2927074,0.5,9.02,6.0,163.99,10.31,16.89,18.7
1618745948.3877113,0.5,9.02,6.0,163.99,10.31,16.79,18.7
1618745948.4817164,0.5,9.02,5.62,163.99,10.31,16.79,18.7
1618745948.5757113,0.5,9.02,5.62,165.72,10.36,16.79,18.7
1618745948.6697452,0.5,9.02,5.62,165.72,10.36,16.75,18.7
1618745948.7647176,0.5,9.23,6.27,165.72,10.36,16.75,18.7
1618745948.8587217,0.5,9.23,6.27,165.62,10.25,16.75,18.7
1618745948.9547274,0.5,9.23,6.27,165.62,10.25,16.75,18.7
1618745949.048722,0.6,9.23,6.27,165.62,10.25,16.75,18.7
1618745949.1417162,0.6,9.0,6.27,165.62,10.25,16.71,18.7
1618745949.2357142,0.6,9.0,6.51,165.23,10.25,16.71,18.7
1618745949.32971,0.4,9.0,6.51,165.23,10.32,16.71,18.7
1618745949.4247212,0.4,9.0,6.51,165.23,10.32,16.61,18.7
1618745949.5197384,0.4,10.13,5.6,165.23,10.32,16.61,18.7
1618745949.6137178,0.5,10.13,5.6,163.31,10.32,16.61,18.7
1618745949.7087154,0.5,10.13,5.6,163.31,10.32,16.61,18.7
1618745949.8067176,0.5,9.0,5.73,163.31,10.32,16.61,18.7
1618745949.8987236,0.5,9.0,5.73,163.31,10.32,16.61,18.7
1618745949.9937108,0.5,9.0,5.73,164.61,10.35,16.61,18.7
1618745950.0887136,0.5,9.0,5.73,164.61,10.35,16.61,18.7
1618745950.1827145,0.5,9.43,5.73,164.61,10.35,16.56,18.7
1618745950.2777095,0.5,9.43,6.39,163.9,10.35,16.56,18.7
1618745950.371718,0.5,9.43,6.39,163.9,10.31,16.56,18.7
1618745950.465751,0.5,9.24,6.39,163.9,10.31,16.53,18.7
1618745950.5607157,0.5,9.24,6.93,163.67,10.31,16.53,18.7
1618745950.6547127,0.4,9.24,6.93,163.67,10.24,16.53,18.7
1618745950.7497184,0.4,8.55,6.93,163.67,10.24,16.53,18.7
1618745950.844718,0.4,8.55,6.93,163.67,10.24,16.53,18.7
1618745950.939709,0.4,8.55,6.04,163.33,10.27,16.53,18.7
1618745951.0337229,0.5,8.55,6.04,163.33,10.27,16.53,18.7
1618745951.1297112,0.5,8.34,6.04,163.33,10.27,16.47,18.7
1618745951.223718,0.5,8.34,6.17,161.18,10.28,16.47,18.7
1618745951.319715,0.5,8.34,6.17,161.18,10.28,16.47,18.7
1618745951.4137077,0.5,9.0,6.17,161.18,10.28,16.43,18.7
1618745951.50871,0.5,9.0,6.17,162.88,10.28,16.43,18.7
1618745951.6037176,0.5,9.0,6.17,162.88,10.32,16.43,18.7
1618745951.697714,0.5,9.0,6.17,162.88,10.32,16.43,18.7
1618745951.7927105,0.5,9.0,6.17,162.88,10.32,16.4,18.7
1618745951.8887196,0.5,9.41,5.56,162.88,10.32,16.4,18.7
1618745951.982719,0.5,9.41,5.56,162.88,10.32,16.4,18.7
1618745952.0787146,0.5,9.41,5.56,162.88,10.32,16.33,18.7
1618745952.174713,0.5,8.69,6.04,162.88,10.32,16.33,18.7
1618745952.2687178,0.5,8.69,6.04,153.46,10.21,16.33,18.7
1618745952.3627105,0.5,8.69,6.04,153.46,10.21,16.25,18.7
1618745952.4557137,0.5,8.69,6.04,153.46,10.21,16.25,18.7
1618745952.5507143,0.5,8.4,5.97,153.46,10.21,16.25,18.7
1618745952.6457148,0.5,8.4,5.97,152.89,10.35,16.25,18.7
1618745952.7397113,0.6,8.4,5.97,152.89,10.35,16.25,18.7
1618745952.8357248,0.6,7.91,5.97,152.89,10.35,16.2,18.7
1618745952.9307098,0.6,7.91,5.31,154.07,10.35,16.2,18.7
1618745953.024719,0.5,7.91,5.31,154.07,10.18,16.2,18.7
1618745953.1197174,0.5,7.91,5.31,154.07,10.18,16.19,18.7
1618745953.2307112,0.5,9.47,6.17,154.07,10.18,16.19,18.7
1618745953.323715,0.5,9.47,6.17,154.07,10.18,16.19,18.7
1618745953.418719,0.5,9.47,6.17,154.07,10.18,16.19,18.7
1618745953.5147126,0.5,8.83,6.17,154.07,10.18,16.11,18.7
1618745953.6077127,0.5,8.83,6.17,154.07,10.18,16.11,18.7
1618745953.7027159,0.5,8.83,6.17,153.22,10.21,16.11,18.7
1618745953.7987146,0.5,8.83,6.17,153.22,10.21,16.11,18.7
1618745953.893712,0.5,8.33,6.17,153.22,10.21,16.19,18.7
1618745953.987712,0.5,8.33,5.75,151.34,10.21,16.19,18.7
1618745954.0827162,0.4,8.33,5.75,151.34,10.25,16.19,18.7
1618745954.1767511,0.4,8.59,5.75,151.34,10.25,16.14,18.7
1618745954.2717187,0.4,8.59,5.97,151.68,10.25,16.14,18.7
1618745954.3667114,0.4,8.59,5.97,151.68,10.25,16.14,18.7
1618745954.4617348,0.4,8.78,5.97,151.68,10.25,16.14,18.7
1618745954.5557475,0.4,8.78,5.97,151.68,10.25,16.14,18.7
1618745954.6507175,0.4,8.78,5.73,150.76,10.25,16.14,18.7
1618745954.7597208,0.5,8.78,5.73,150.76,10.3,16.14,18.7
1618745954.8537111,0.5,8.93,5.73,150.76,10.3,15.99,18.7
1618745954.947738,0.5,8.93,6.41,151.61,10.3,15.99,18.7
1618745955.0567222,0.4,8.93,6.41,151.61,10.33,15.99,18.7
1618745955.1517084,0.4,8.93,6.41,151.61,10.33,15.93,18.7
1618745955.244717,0.4,8.93,6.61,152.01,10.33,15.93,18.7
1618745955.3397665,0.4,8.93,6.61,152.01,10.25,15.93,18.7
1618745955.4357178,0.4,8.93,6.61,152.01,10.25,15.85,18.7
1618745955.5307353,0.4,9.37,5.58,150.67,10.25,15.85,18.7
1618745955.6257231,0.4,9.37,5.58,150.67,10.25,15.85,18.7
1618745955.7197194,0.5,9.37,5.58,150.67,10.33,15.85,18.7
1618745955.8137124,0.5,8.77,5.58,150.67,10.33,15.82,18.7
1618745955.9087524,0.5,8.77,6.39,166.2,10.33,15.82,18.7
1618745956.0027494,0.5,8.77,6.39,166.2,10.39,15.82,18.7
1618745956.0967476,0.5,8.05,6.39,166.2,10.39,15.78,18.7
1618745956.1897247,0.5,8.05,6.39,150.36,10.39,15.78,18.7
1618745956.285711,0.5,8.05,6.39,150.36,10.18,15.78,18.7
1618745956.3807263,0.5,8.51,6.39,150.36,10.18,15.73,18.7
1618745956.4757116,0.5,8.51,6.39,150.36,10.18,15.73,18.7
1618745956.5697134,0.5,8.51,6.41,150.3,10.18,15.73,18.7
1618745956.664719,0.5,8.51,6.41,150.3,10.45,15.73,18.7
1618745956.7587166,0.5,8.35,6.41,150.3,10.45,15.71,18.7
1618745956.852709,0.5,8.35,5.27,149.72,10.13,15.71,18.7
1618745956.9467106,0.5,8.35,5.27,149.72,10.13,15.71,18.7
1618745957.0427132,0.5,8.58,5.27,149.72,10.13,15.7,18.7
1618745957.1367133,0.5,8.58,5.45,151.0,10.0,15.7,18.7
1618745957.2312837,0.5,8.58,5.45,151.0,10.0,15.7,18.7
1618745957.3227165,0.5,8.58,5.45,151.0,10.0,15.7,18.7
1618745957.4167178,0.5,8.83,5.45,151.0,10.0,15.68,18.7
1618745957.5117176,0.5,8.83,5.8,148.59,10.0,15.68,18.7
1618745957.6057143,0.5,8.83,5.8,148.59,10.23,15.68,18.7
1618745957.700713,0.5,8.78,5.8,148.59,10.23,15.65,18.7
1618745957.7957115,0.5,8.78,5.78,158.96,10.23,15.65,18.7
1618745957.889753,0.5,8.78,5.78,158.96,10.43,15.65,18.7
1618745957.9837089,0.5,8.37,5.78,158.96,10.43,15.61,18.7
1618745958.0787172,0.5,8.37,6.44,161.84,10.43,15.61,18.7
1618745958.1747265,0.5,8.37,6.44,161.84,10.43,15.61,18.7
1618745958.269721,0.5,8.37,6.44,161.84,10.43,15.61,18.7
1618745958.3637483,0.5,7.9,6.44,161.84,10.43,15.54,18.7
1618745958.4587147,0.5,7.9,6.02,158.96,10.43,15.54,18.7
1618745958.5537121,0.5,7.9,6.02,158.96,10.23,15.54,18.7
1618745958.6487496,0.5,8.73,6.02,158.96,10.23,15.48,18.7
1618745958.743737,0.5,8.73,6.17,163.4,10.32,15.48,18.7
1618745958.8497117,0.5,8.73,6.17,163.4,10.32,15.48,18.7
1618745958.9457178,0.5,8.73,6.17,163.4,10.32,15.41,18.7
1618745959.0407157,0.5,8.73,6.17,163.4,10.32,15.41,18.7
1618745959.1367128,0.5,9.73,6.19,162.26,10.32,15.41,18.7
1618745959.230714,0.4,9.73,6.19,162.26,10.36,15.41,18.7
1618745959.3247163,0.4,9.73,6.19,162.26,10.36,15.36,18.7
1618745959.419713,0.4,7.77,5.36,162.26,10.36,15.36,18.7
1618745959.5147166,0.4,7.77,5.36,162.5,10.41,15.36,18.7
1618745959.608742,0.5,7.77,5.36,162.5,10.41,15.36,18.7
1618745959.7047122,0.5,8.33,5.36,162.5,10.41,15.36,18.7
1618745959.800711,0.5,8.33,6.17,160.79,10.41,15.36,18.7
1618745959.9097128,0.5,8.33,6.17,160.79,10.21,15.36,18.7
1618745960.0027127,0.5,8.33,6.17,160.79,10.21,15.26,18.7
1618745960.096724,0.5,8.33,6.17,160.79,10.21,15.26,18.7
1618745960.1917522,0.5,8.58,6.22,160.79,10.21,15.26,18.7
1618745960.2867157,0.4,8.58,6.22,160.64,10.21,15.26,18.7
1618745960.38171,0.4,8.58,6.22,160.64,10.21,15.23,18.7
1618745960.475717,0.4,8.33,6.51,160.64,10.21,15.23,18.7
1618745960.5707083,0.4,8.33,6.51,161.34,10.35,15.23,18.7
1618745960.6657245,0.4,8.33,6.51,161.34,10.35,15.23,18.7
1618745960.7617495,0.4,8.77,6.51,161.34,10.35,15.16,18.7
1618745960.8567116,0.4,8.77,6.22,161.18,10.35,15.16,18.7
1618745960.9507103,0.4,8.77,6.22,161.18,10.35,15.16,18.7
1618745961.0457144,0.5,8.77,6.22,161.18,10.38,15.16,18.7
1618745961.14075,0.5,8.14,6.22,161.18,10.38,15.08,18.7
1618745961.235716,0.5,8.14,6.19,159.85,10.38,15.08,18.7
1618745961.3297098,0.5,8.14,6.19,159.85,10.29,15.08,18.7
1618745961.4237137,0.5,8.14,6.19,159.85,10.29,15.08,18.7
1618745961.5197124,0.5,9.23,5.78,159.85,10.29,15.08,18.7
1618745961.6147256,0.5,9.23,5.78,159.41,10.29,15.08,18.7
1618745961.7107105,0.5,9.23,5.78,159.41,10.29,15.08,18.7
1618745961.8047137,0.5,9.23,5.78,159.41,10.29,15.08,18.7
1618745961.899722,0.5,8.21,5.78,159.41,10.29,15.08,18.7
1618745961.9947147,0.5,8.21,6.46,0.0,10.17,15.08,18.7
1618745962.0887256,0.5,8.21,6.46,0.0,10.17,15.08,18.7
1618745962.184711,0.5,8.12,6.46,0.0,10.17,15.08,18.7
1618745962.2797103,0.5,8.12,6.44,159.01,10.17,15.08,18.7
1618745962.3737137,0.5,8.12,6.44,159.01,10.29,15.08,18.7
1618745962.4687138,0.5,8.12,6.44,159.01,10.29,14.99,18.7
1618745962.563757,0.5,8.36,6.41,159.01,10.29,14.99,18.7
1618745962.657774,0.5,8.36,6.41,159.01,10.29,14.99,18.7
1618745962.753712,0.5,8.36,6.41,156.5,10.25,14.99,18.7
1618745962.8477263,0.5,8.36,6.41,156.5,10.25,14.99,18.7
1618745962.942709,0.5,7.41,6.41,156.5,10.25,14.96,18.7
1618745963.0387497,0.5,7.41,6.41,155.46,10.2,14.96,18.7
1618745963.1347113,0.5,7.41,6.41,155.46,10.2,14.96,18.7
1618745963.2287464,0.5,7.41,6.41,155.46,10.2,14.9,18.7
1618745963.3377135,0.5,8.36,5.31,153.2,10.2,14.9,18.7
1618745963.433715,0.5,8.36,5.31,153.2,10.12,14.9,18.7
1618745963.527737,0.5,8.36,5.31,153.2,10.12,14.86,18.7
1618745963.6217213,0.5,9.11,6.14,153.2,10.12,14.86,18.7
1618745963.7167134,0.5,9.11,6.14,151.74,10.18,14.86,18.7
1618745963.8127093,0.5,9.11,6.14,151.74,10.18,14.86,18.7
1618745963.907738,0.5,9.11,6.14,151.74,10.18,14.86,18.7
1618745964.0027194,0.5,9.35,6.14,151.74,10.18,14.81,18.7
1618745964.0967228,0.5,9.35,5.53,15.0,1.0,14.81,18.7
1618745964.1917162,0.5,9.35,5.53,15.0,1.0,14.81,18.7
1618745964.286714,0.5,9.35,5.53,15.0,1.0,14.79,18.7
1618745964.3827143,0.5,9.27,6.0,161.91,1.0,14.79,18.7
1618745964.4767113,0.5,9.27,6.0,161.91,10.39,14.79,18.7
1618745964.5707133,0.5,9.27,6.0,161.91,10.39,14.75,18.7
1618745964.6647108,0.5,10.04,6.0,161.91,10.39,14.75,18.7
1618745964.760712,0.5,10.04,6.0,161.91,10.39,14.75,18.7
1618745964.855714,0.5,10.04,6.0,168.63,10.43,14.75,18.7
1618745964.9507253,0.5,10.04,6.0,168.63,10.43,14.75,18.7
1618745965.0447164,0.5,9.08,6.0,168.63,10.43,14.69,18.7
1618745965.1407995,0.5,9.08,5.97,168.45,10.43,14.69,18.7
1618745965.2347093,0.5,9.08,5.97,168.45,10.43,14.69,18.7
1618745965.3307197,0.5,9.14,5.97,168.45,10.43,14.66,18.7
1618745965.424751,0.5,9.14,5.97,167.44,10.43,14.66,18.7
1618745965.5187235,0.5,9.14,5.97,167.44,10.3,14.66,18.7
1618745965.6127117,0.5,9.14,5.97,167.44,10.3,14.66,18.7
1618745965.706738,0.5,9.14,5.97,167.44,10.3,14.66,18.7
1618745965.7997134,0.5,8.56,5.78,167.44,10.3,14.66,18.7
1618745965.8937278,0.5,8.56,5.78,165.89,10.33,14.66,18.7
1618745965.9897187,0.5,8.56,5.78,165.89,10.33,14.66,18.7
1618745966.0847106,0.5,9.33,5.78,165.89,10.33,14.54,18.7
1618745966.1787133,0.5,9.33,5.78,142.51,10.35,14.54,18.7
1618745966.273714,0.5,9.33,5.78,142.51,10.35,14.54,18.7
1618745966.3687098,0.5,9.59,5.78,142.51,10.35,14.52,18.7
1618745966.4627514,0.5,9.59,5.78,142.51,10.35,14.52,18.7
1618745966.5577116,0.5,9.59,6.17,174.17,10.35,14.52,18.7
