timestamp,depth,roll,pitch,yaw,vertical_acceleration,depth_beneath_rov,Depth_below_Transducer_depth_in_M,Mean_Temprature_Water_temprature_in_C
1618745231.1207285,0.5,3.29,3.74,81.52,10.32,13.58,,20.2
1618745231.2157595,0.5,3.29,3.74,81.52,10.32,13.58,,20.2
1618745231.309763,0.5,3.75,3.74,81.52,10.32,13.57,,20.2
1618745231.4037213,0.5,3.75,3.74,81.52,10.32,13.57,,20.2
1618745231.4977202,0.5,3.75,4.16,86.59,10.32,13.57,,20.2
1618745231.5927184,0.5,3.75,4.16,86.59,10.28,13.57,,20.2
1618745231.686721,0.5,3.75,4.16,86.59,10.28,13.52,,20.2
1618745231.7817357,0.5,3.29,4.21,80.6,10.28,13.52,,20.2
1618745231.8757212,0.5,3.29,4.21,80.6,10.12,13.52,,20.2
1618745231.9697375,0.5,3.29,4.21,80.6,10.12,13.47,,20.2
1618745232.0647933,0.5,3.33,3.96,80.6,10.12,13.47,,20.2
1618745232.1597788,0.5,3.33,3.96,83.52,10.24,13.47,,20.2
1618745232.2547781,0.5,3.33,3.96,83.52,10.24,13.47,,20.2
1618745232.349785,0.5,3.33,3.96,83.52,10.24,13.47,,20.2
1618745232.4597778,0.5,3.07,3.55,83.52,10.24,13.45,,20.2
1618745232.5528164,0.5,3.07,3.55,84.66,10.28,13.45,,20.2
1618745232.6487732,0.5,3.07,3.55,84.66,10.28,13.45,,20.2
1618745232.7567751,0.5,3.51,3.55,84.66,10.28,13.41,,20.2
1618745232.8527784,0.5,3.51,3.73,84.0,10.28,13.41,,20.2
1618745232.9477758,0.5,3.51,3.73,84.0,10.24,13.41,,20.2
1618745233.0427735,0.5,3.33,3.73,84.0,10.24,13.38,,20.2
1618745233.135775,0.5,3.33,3.74,80.53,10.24,13.38,,20.2
1618745233.2427762,0.5,3.33,3.74,80.53,10.24,13.38,,20.2
1618745233.3427782,0.5,3.33,3.74,80.53,10.24,13.39,,20.2
1618745233.4387782,0.5,3.53,3.93,80.53,10.24,13.39,,20.2
1618745233.534786,0.5,3.53,3.93,84.64,10.2,13.39,,20.2
1618745233.6297739,0.5,3.53,3.93,84.64,10.2,13.39,,20.2
1618745233.724774,0.5,3.53,3.93,84.64,10.2,13.43,,20.2
1618745233.8197737,0.5,3.73,3.51,84.64,10.2,13.43,,20.2
1618745233.916774,0.5,3.73,3.51,83.99,10.23,13.43,,20.2
1618745234.0107806,0.5,3.73,3.51,83.99,10.23,13.43,,20.2
1618745234.1057765,0.5,3.73,3.51,83.99,10.23,13.44,,20.2
1618745234.1987867,0.5,3.73,3.71,85.7,10.28,13.44,,20.2
1618745234.2787764,0.5,3.73,3.71,85.7,10.28,13.44,,20.2
1618745234.3730295,0.5,3.97,3.71,85.7,10.28,13.43,,20.2
1618745234.4688156,0.5,3.97,3.71,85.7,10.28,13.43,,20.2
1618745234.5637844,0.5,3.97,4.15,81.94,10.28,13.43,,20.2
1618745234.659777,0.5,3.97,4.15,81.94,10.28,13.43,,20.2
1618745234.7677736,0.5,3.97,4.15,81.94,10.28,13.44,,20.2
1618745234.8647766,0.5,3.97,3.98,82.45,10.28,13.44,,20.2
1618745234.9748144,0.5,3.97,3.98,82.45,10.17,13.44,,20.2
1618745235.0697827,0.5,3.97,3.98,82.45,10.17,13.5,,20.2
1618745235.1657748,0.5,3.29,3.54,82.45,10.17,13.5,,20.2
1618745235.2457807,0.5,3.29,3.54,83.07,10.28,13.5,,20.2
1618745235.3387766,0.5,3.29,3.54,83.07,10.28,13.58,,20.2
1618745235.4337769,0.5,3.29,3.54,83.07,10.28,13.58,,20.2
1618745235.5287778,0.5,3.51,3.0,83.07,10.28,13.58,,20.2
1618745235.625775,0.5,3.51,3.0,81.85,10.2,13.58,,20.2
1618745235.7197745,0.5,3.51,3.0,81.85,10.2,13.58,,20.2
1618745235.8147798,0.5,3.76,3.0,81.85,10.2,13.6,,20.2
1618745235.9127858,0.5,3.76,4.4,85.51,10.2,13.6,,20.2
1618745236.022777,0.5,3.76,4.4,85.51,10.2,13.6,,20.2
1618745236.1167762,0.5,3.76,4.4,85.51,10.2,13.6,,20.2
1618745236.2117739,0.5,3.76,4.04,83.72,10.2,13.6,,20.2
1618745236.3057745,0.5,3.76,4.04,83.72,10.2,13.6,,20.2
1618745236.400782,0.5,3.76,4.04,83.72,10.2,13.6,,20.2
1618745236.4967768,0.5,3.76,4.04,83.72,10.2,13.51,,20.2
1618745236.5917742,0.5,3.31,4.18,81.58,10.2,13.51,,20.2
1618745236.6877782,0.5,3.31,4.18,81.58,10.2,13.51,,20.2
1618745236.7817774,0.5,3.31,4.18,81.58,10.2,13.44,,20.2
1618745236.8767753,0.5,3.1,3.98,81.58,10.2,13.44,,20.2
1618745236.9697793,0.5,3.1,3.98,85.04,10.28,13.44,,20.2
1618745237.063776,0.5,3.1,3.98,85.04,10.28,13.44,,20.2
1618745237.1577733,0.5,3.72,4.62,85.04,10.28,13.44,,20.2
1618745237.252772,0.5,3.72,4.62,85.04,10.28,13.44,,20.2
1618745237.3487751,0.5,3.72,4.62,83.01,10.2,13.44,,20.2
1618745237.4447901,0.5,3.72,4.62,83.01,10.2,13.44,,20.2
1618745237.539775,0.5,3.51,4.62,83.01,10.2,13.43,,20.2
1618745237.634783,0.5,3.51,3.77,82.0,1.0,13.43,,20.2
1618745237.7287827,0.5,3.51,3.77,82.0,1.0,13.43,,20.2
1618745237.8227768,0.5,3.54,3.77,82.0,1.0,13.44,,20.2
1618745237.9177747,0.5,3.54,3.76,84.67,1.0,13.44,,20.2
1618745238.0258076,0.0,3.54,3.76,84.67,10.28,13.44,,20.2
1618745238.1198068,0.0,3.32,3.76,84.67,10.28,13.47,,20.2
1618745238.2147806,0.0,3.32,3.76,84.67,10.28,13.47,,20.2
1618745238.3087873,0.0,3.32,3.78,83.22,10.28,13.47,,20.2
1618745238.4027758,0.5,3.32,3.78,83.22,10.28,13.47,,20.2
1618745238.4997835,0.5,3.32,3.78,83.22,10.28,13.46,,20.2
1618745238.590775,0.5,3.32,3.76,83.22,10.28,13.46,,20.2
1618745238.685778,0.5,3.32,3.76,80.32,10.16,13.46,,20.2
1618745238.779771,0.5,3.32,3.76,80.32,10.16,13.48,,20.2
1618745238.8757744,0.5,3.09,3.76,80.32,10.16,13.48,,20.2
1618745238.9717748,0.5,3.09,3.76,81.5,10.24,13.48,,20.2
1618745239.0677834,0.5,3.09,3.76,81.5,10.24,13.48,,20.2
1618745239.1618145,0.5,3.09,3.76,81.5,10.24,13.48,,20.2
1618745239.2567813,0.5,3.51,3.76,81.5,10.24,13.48,,20.2
1618745239.3577785,0.5,3.51,4.2,84.25,10.16,13.48,,20.2
1618745239.4467773,0.5,3.51,4.2,84.25,10.16,13.48,,20.2
1618745239.5427763,0.5,3.53,4.2,84.25,10.16,13.43,,20.2
1618745239.6367877,0.5,3.53,4.2,81.79,10.16,13.43,,20.2
1618745239.7317758,0.5,3.53,4.2,81.79,10.28,13.43,,20.2
1618745239.8277748,0.5,3.53,4.2,81.79,10.28,13.43,,20.2
1618745239.9227777,0.5,3.28,3.76,81.04,10.28,13.43,,20.2
1618745240.0177784,0.5,3.28,3.76,81.04,10.28,13.43,,20.2
1618745240.1267831,0.5,3.28,3.76,81.04,10.16,13.43,,20.2
1618745240.2217765,0.5,3.28,3.76,81.04,10.16,13.43,,20.2
1618745240.316774,0.5,3.29,3.98,81.04,10.16,13.43,,20.2
1618745240.4117754,0.5,3.29,3.98,83.58,10.13,13.43,,20.2
1618745240.5197804,0.5,3.29,3.98,83.58,10.13,13.51,,20.2
1618745240.6127825,0.5,3.53,4.15,83.58,10.13,13.51,,20.2
1618745240.707782,0.5,3.53,4.15,81.1,10.13,13.51,,20.2
1618745240.8017817,0.5,3.53,4.15,81.1,10.13,13.51,,20.2
1618745240.8977795,0.5,3.29,4.15,81.1,10.13,13.55,,20.2
1618745240.992777,0.5,3.29,3.71,81.0,1.0,13.55,,20.2
1618745241.0877843,0.5,3.29,3.71,81.0,1.0,13.55,,20.2
1618745241.184774,0.5,3.29,3.71,81.0,1.0,13.55,,20.2
1618745241.279776,0.5,3.32,3.71,81.0,1.0,13.54,,20.2
1618745241.374774,0.5,3.32,3.99,80.82,1.0,13.54,,20.2
1618745241.4697773,0.5,3.32,3.99,80.82,10.24,13.54,,20.2
1618745241.5667748,0.5,3.51,3.99,80.82,10.24,13.52,,20.2
1618745241.6617742,0.5,3.51,3.74,83.78,10.24,13.52,,20.2
1618745241.7577794,0.5,3.51,3.74,83.78,10.21,13.52,,20.2
1618745241.8537753,0.5,3.51,3.74,83.78,10.21,13.45,,20.2
1618745241.9487844,0.5,3.28,3.74,82.27,10.21,13.45,,20.2
1618745242.0447757,0.5,3.28,3.74,82.27,10.21,13.45,,20.2
1618745242.1407828,0.5,3.28,3.74,82.27,10.24,13.45,,20.2
1618745242.235773,0.5,3.28,3.74,82.27,10.24,13.45,,20.2
1618745242.329772,0.5,3.28,3.71,82.27,10.24,13.45,,20.2
1618745242.4257753,0.5,3.28,3.71,84.18,10.24,13.45,,20.2
1618745242.536773,0.5,3.28,3.71,84.18,10.24,13.45,,20.2
1618745242.629774,0.5,3.1,3.76,84.18,10.24,13.45,,20.2
1618745242.724774,0.5,3.1,3.76,86.58,10.24,13.45,,20.2
1618745242.819774,0.5,3.1,3.76,86.58,10.24,13.45,,20.2
1618745242.9157817,0.5,3.31,3.76,86.58,10.24,13.45,,20.2
1618745243.0117745,0.5,3.31,3.98,81.53,10.24,13.45,,20.2
1618745243.1077807,0.5,3.31,3.98,81.53,10.24,13.45,,20.2
1618745243.202774,0.5,3.31,3.98,81.53,10.28,13.45,,20.2
1618745243.2987747,0.5,3.73,3.98,81.53,10.28,13.0,,20.2
1618745243.3927865,0.5,3.73,4.38,84.95,10.28,13.0,,20.2
1618745243.4887795,0.5,3.73,4.38,84.95,10.28,13.0,,20.2
1618745243.5857775,0.5,3.73,4.38,84.95,10.28,13.5,,20.2
1618745243.679775,0.5,3.32,3.98,81.97,10.28,13.5,,20.2
1618745243.7767909,0.5,3.32,3.98,81.97,10.16,13.5,,20.2
1618745243.871776,0.5,3.32,3.98,81.97,10.16,13.49,,20.2
1618745243.9667737,0.5,3.32,3.55,81.97,10.16,13.49,,20.2
1618745244.0627775,0.5,3.32,3.55,84.4,10.2,13.49,,20.2
1618745244.1587737,0.5,3.32,3.55,84.4,10.2,13.49,,20.2
1618745244.2557764,0.5,3.32,3.55,84.4,10.2,13.49,,20.2
1618745244.348776,0.5,3.29,3.55,84.4,10.2,13.5,,20.2
1618745244.4447773,0.5,3.29,3.77,82.34,10.19,13.5,,20.2
1618745244.5398195,0.5,3.29,3.77,82.34,10.19,13.5,,20.2
1618745244.6347725,0.5,3.27,3.77,82.34,10.19,13.5,,20.2
1618745244.7287867,0.5,3.27,3.96,86.43,10.19,13.5,,20.2
1618745244.8257737,0.5,3.27,3.96,86.43,10.19,13.5,,20.2
1618745244.9207766,0.5,3.31,3.96,86.43,10.19,13.44,,20.2
1618745245.028782,0.5,3.31,3.54,86.18,10.19,13.44,,20.2
1618745245.123779,0.5,3.31,3.54,86.18,10.19,13.44,,20.2
1618745245.2187743,0.5,3.31,3.54,86.18,10.12,13.44,,20.2
1618745245.3137777,0.5,3.28,3.54,86.18,10.12,13.4,,20.2
1618745245.4087753,0.5,3.28,4.23,85.69,10.12,13.4,,20.2
1618745245.502784,0.5,3.28,4.23,85.69,10.09,13.4,,20.2
1618745245.597779,0.5,3.28,4.23,85.69,10.09,13.44,,20.2
1618745245.69178,0.5,3.28,3.76,85.69,10.09,13.44,,20.2
1618745245.7867756,0.5,3.28,3.76,79.34,10.28,13.44,,20.2
1618745245.8797739,0.5,3.28,3.76,79.34,10.28,13.44,,20.2
1618745245.9747748,0.5,3.28,3.76,79.34,10.28,13.44,,20.2
1618745246.0697782,0.5,3.51,3.76,79.34,10.28,13.43,,20.2
1618745246.1657784,0.5,3.51,3.76,81.16,10.16,13.43,,20.2
1618745246.2607818,0.5,3.51,3.76,81.16,10.16,13.43,,20.2
1618745246.3567774,0.5,3.31,3.76,81.16,10.16,13.41,,20.2
1618745246.4527752,0.5,3.31,3.95,85.27,10.16,13.41,,20.2
1618745246.5468109,0.5,3.31,3.95,85.27,10.16,13.41,,20.2
1618745246.6417844,0.5,3.75,3.95,85.27,10.16,13.37,,20.2
1618745246.7497826,0.5,3.75,3.99,83.3,10.16,13.37,,20.2
1618745246.8447883,0.0,3.75,3.99,83.3,10.2,13.37,,20.2
1618745246.9407763,0.0,3.75,3.99,83.3,10.2,13.35,,20.2
1618745247.0347748,0.0,3.73,3.76,83.3,10.2,13.35,,20.2
1618745247.1287816,0.0,3.73,3.76,83.3,10.2,13.35,,20.2
1618745247.2087853,0.5,3.73,3.76,83.52,10.16,13.35,,20.2
1618745247.3037863,0.5,3.73,3.76,83.52,10.16,13.34,,20.2
1618745247.4067848,0.5,3.73,3.76,83.52,10.16,13.34,,20.2
1618745247.5107772,0.5,3.53,4.16,83.52,10.16,13.34,,20.2
1618745247.605776,0.5,3.53,4.16,83.97,10.17,13.34,,20.2
1618745247.7147784,0.5,3.53,4.16,83.97,10.17,13.34,,20.2
1618745247.810775,0.5,3.53,4.21,83.97,10.17,13.34,,20.2
1618745247.9057782,0.5,3.53,4.21,83.57,10.25,13.34,,20.2
1618745248.0017877,0.5,3.53,4.21,83.57,10.25,13.34,,20.2
1618745248.0967748,0.5,3.53,3.28,83.57,10.25,13.35,,20.2
1618745248.1917763,0.5,3.53,3.28,81.37,10.2,13.35,,20.2
1618745248.2877762,0.5,3.53,3.28,81.37,10.2,13.35,,20.2
1618745248.383775,0.5,3.53,3.28,81.37,10.2,13.35,,20.2
1618745248.4777784,0.5,3.53,3.98,82.09,10.2,13.35,,20.2
1618745248.5747752,0.5,3.53,3.98,82.09,10.2,13.35,,20.2
1618745248.6837776,0.5,3.1,3.98,82.09,10.2,13.35,,20.2
1618745248.7787802,0.5,3.1,4.2,85.63,10.2,13.35,,20.2
1618745248.872779,0.5,3.1,4.2,85.63,10.24,13.35,,20.2
1618745248.9668026,0.5,3.1,4.2,85.63,10.24,13.44,,20.2
1618745249.0627856,0.5,3.1,4.2,85.63,10.24,13.44,,20.2
1618745249.1567833,0.5,3.76,3.74,83.43,10.24,13.44,,20.2
1618745249.2527766,0.5,3.76,3.74,83.43,10.12,13.44,,20.2
1618745249.3487744,0.5,3.76,3.74,83.43,10.12,13.4,,20.2
1618745249.441773,0.5,3.53,3.98,83.43,10.12,13.4,,20.2
1618745249.5357745,0.5,3.53,3.98,84.0,1.0,13.4,,20.2
1618745249.632425,0.5,3.53,3.98,84.0,1.0,13.39,,20.2
1618745249.7417746,0.5,3.53,3.55,84.0,1.0,13.39,,20.2
1618745249.8357863,0.5,3.53,3.55,80.99,10.27,13.39,,20.2
1618745249.931776,0.5,3.53,3.55,80.99,10.27,13.39,,20.2
1618745250.0277798,0.5,3.1,3.74,80.99,10.27,13.32,,20.2
1618745250.1227787,0.5,3.1,3.74,80.99,10.27,13.32,,20.2
1618745250.2187765,0.5,3.1,3.74,80.3,10.28,13.32,,20.2
1618745250.312775,0.5,3.1,3.74,80.3,10.28,13.32,,20.2
1618745250.4077828,0.5,3.08,3.74,80.3,10.28,13.31,,20.2
1618745250.5047884,0.5,3.08,3.74,79.53,10.28,13.31,,20.2
1618745250.6158075,0.5,3.08,3.74,79.53,10.2,13.31,,20.2
1618745250.7097807,0.5,3.54,3.74,79.53,10.2,13.35,,20.2
1618745250.803789,0.5,3.54,3.95,79.78,10.2,13.35,,20.2
1618745250.8987756,0.5,3.54,3.95,79.78,10.28,13.35,,20.2
1618745250.9957774,0.5,3.54,3.95,79.78,10.28,13.34,,20.2
1618745251.0897784,0.5,3.75,4.21,85.46,10.28,13.34,,20.2
1618745251.184774,0.5,3.75,4.21,85.46,10.28,13.34,,20.2
1618745251.2807941,0.5,3.75,4.21,85.46,10.28,13.34,,20.2
1618745251.375778,0.5,3.75,4.21,85.46,10.28,13.3,,20.2
1618745251.4717774,0.5,3.73,3.99,85.46,10.28,13.3,,20.2
1618745251.5667803,0.5,3.73,3.99,83.02,10.16,13.3,,20.2
1618745251.6617768,0.5,3.73,3.99,83.02,10.16,13.3,,20.2
1618745251.7557738,0.5,3.33,3.81,83.02,10.16,13.35,,20.2
1618745251.849777,0.5,3.33,3.81,83.5,10.09,13.35,,20.2
1618745251.9437814,0.5,3.33,3.81,83.5,10.09,13.35,,20.2
1618745252.0397916,0.5,3.97,3.81,83.5,10.09,13.37,,20.2
1618745252.134777,0.5,3.97,3.81,83.5,10.09,13.37,,20.2
1618745252.2307773,0.5,3.97,4.64,81.55,10.36,13.37,,20.2
1618745252.3247848,0.5,3.97,4.64,81.55,10.36,13.37,,20.2
1618745252.4217756,0.5,3.97,4.64,81.55,10.36,13.38,,20.2
1618745252.5157752,0.5,3.97,4.18,83.42,10.36,13.38,,20.2
1618745252.6107745,0.5,3.97,4.18,83.42,10.2,13.38,,20.2
1618745252.705774,0.5,3.97,4.18,83.42,10.2,13.38,,20.2
1618745252.8017752,0.5,2.87,3.5,82.98,10.2,13.38,,20.2
1618745252.8957772,0.5,2.87,3.5,82.98,10.25,13.38,,20.2
1618745252.9897752,0.5,2.87,3.5,82.98,10.25,13.38,,20.2
1618745253.0837765,0.5,2.87,3.5,82.98,10.25,13.39,,20.2
1618745253.1787758,0.5,3.76,3.73,82.98,10.25,13.39,,20.2
1618745253.2727768,0.5,3.76,3.73,82.98,10.25,13.39,,20.2
1618745253.3667736,0.5,3.76,3.73,82.98,10.25,13.42,,20.2
1618745253.4617748,0.5,3.53,3.51,82.98,10.25,13.42,,20.2
1618745253.5567744,0.5,3.53,3.51,83.08,10.24,13.42,,20.2
1618745253.6498048,0.5,3.53,3.51,83.08,10.24,13.42,,20.2
1618745253.758784,0.5,3.06,3.98,83.08,10.24,13.4,,20.2
1618745253.852774,0.5,3.06,3.98,80.69,10.16,13.4,,20.2
1618745253.947777,0.5,3.06,3.98,80.69,10.16,13.4,,20.2
1618745254.0437827,0.5,3.06,3.98,80.69,10.16,13.4,,20.2
1618745254.1377804,0.5,3.1,3.98,80.69,10.16,13.4,,20.2
1618745254.2337766,0.5,3.1,3.73,82.65,10.21,13.4,,20.2
1618745254.3297863,0.5,3.1,3.73,82.65,10.21,13.4,,20.2
1618745254.4237738,0.5,2.84,3.73,82.65,10.21,13.38,,20.2
1618745254.531776,0.5,2.84,3.74,84.47,10.21,13.38,,20.2
1618745254.627784,0.5,2.84,3.74,84.47,10.28,13.38,,20.2
1618745254.7247765,0.5,3.28,3.74,84.47,10.28,13.38,,20.2
1618745254.8217745,0.5,3.28,3.73,83.86,10.28,13.38,,20.2
1618745254.925806,0.5,3.28,3.73,83.86,10.25,13.38,,20.2
1618745255.0277748,0.5,3.28,3.73,83.86,10.25,13.38,,20.2
